sh: error while loading shared libraries: __vdso_time: invalid mode for dlopen(): Invalid argument
sh: error while loading shared libraries: __vdso_time: invalid mode for dlopen(): Invalid argument
sh: error while loading shared libraries: __vdso_time: invalid mode for dlopen(): Invalid argument
sh: error while loading shared libraries: __vdso_time: invalid mode for dlopen(): Invalid argument
WARNING:tensorflow:<tensorflow.python.ops.rnn_cell.BasicLSTMCell object at 0x7f6304f95f10>: Using a concatenated state is slower and will soon be deprecated.  Use state_is_tuple=True.
WARNING:tensorflow:<tensorflow.python.ops.rnn_cell.BasicLSTMCell object at 0x7f6304f95bd0>: Using a concatenated state is slower and will soon be deprecated.  Use state_is_tuple=True.

Parameters:
ALLOW_SOFT_PLACEMENT=True
BATCH_SIZE=64
CHECKPOINT_EVERY=100
DROPOUT_KEEP_PROB=0.5
EMBEDDING_DIM=300
EVALUATE_EVERY=100
HIDDEN_DIM=300
L2_REG_LAMBDA=0.0
LOG_DEVICE_PLACEMENT=False
NUM_EPOCHS=200
WORD2VEC=None

Loading data...
Vocabulary Size: 18758
Train/Dev split: 9662/1000
Writing to /home/chaitanya/lstm-context-embeddings/runs/1469600026

2016-07-27T14:13:51.298475: step 1, loss 0.70131, acc 0.453125
2016-07-27T15:10:14.983661: step 1182, loss 0.254369, acc 0.890625
2016-07-27T15:10:17.778636: step 1183, loss 0.256528, acc 0.875
2016-07-27T15:10:20.444579: step 1184, loss 0.2872, acc 0.890625
2016-07-27T15:10:23.110770: step 1185, loss 0.137093, acc 0.953125
2016-07-27T15:10:25.939189: step 1186, loss 0.101549, acc 0.96875
2016-07-27T15:10:28.489879: step 1187, loss 0.219718, acc 0.90625
2016-07-27T15:10:31.341273: step 1188, loss 0.129041, acc 0.96875
2016-07-27T15:10:33.948167: step 1189, loss 0.183472, acc 0.90625
2016-07-27T15:10:36.758646: step 1190, loss 0.235552, acc 0.921875
2016-07-27T15:10:39.448632: step 1191, loss 0.248023, acc 0.921875
2016-07-27T15:10:42.020242: step 1192, loss 0.262633, acc 0.921875
2016-07-27T15:10:44.845400: step 1193, loss 0.190091, acc 0.953125
2016-07-27T15:10:47.400786: step 1194, loss 0.26391, acc 0.875
2016-07-27T15:10:50.241826: step 1195, loss 0.219439, acc 0.921875
2016-07-27T15:10:53.087304: step 1196, loss 0.151389, acc 0.9375
2016-07-27T15:10:55.665595: step 1197, loss 0.219361, acc 0.953125
2016-07-27T15:10:58.454960: step 1198, loss 0.195086, acc 0.921875
2016-07-27T15:11:01.047435: step 1199, loss 0.17323, acc 0.9375
2016-07-27T15:11:03.887707: step 1200, loss 0.142976, acc 0.953125

Evaluation:
2016-07-27T15:11:16.079235: step 1200, loss 0.88659, acc 0.726

Saved model checkpoint to /home/chaitanya/lstm-context-embeddings/runs/1469600026/checkpoints/model-1200

2016-07-27T15:11:20.455447: step 1201, loss 0.0955234, acc 1
2016-07-27T15:11:23.296882: step 1202, loss 0.131286, acc 0.96875
2016-07-27T15:11:26.065751: step 1203, loss 0.242734, acc 0.859375
2016-07-27T15:11:28.590295: step 1204, loss 0.130046, acc 0.96875
2016-07-27T15:11:31.039251: step 1205, loss 0.197311, acc 0.9375
2016-07-27T15:11:33.876237: step 1206, loss 0.150185, acc 0.984375
2016-07-27T15:11:36.487106: step 1207, loss 0.249511, acc 0.90625
2016-07-27T15:11:39.376737: step 1208, loss 0.0911418, acc 0.967742
2016-07-27T15:11:42.032004: step 1209, loss 0.125403, acc 0.9375
2016-07-27T15:11:44.853152: step 1210, loss 0.109702, acc 0.984375
2016-07-27T15:11:47.602643: step 1211, loss 0.124647, acc 0.953125
2016-07-27T15:11:50.325048: step 1212, loss 0.138543, acc 0.953125
2016-07-27T15:11:53.401762: step 1213, loss 0.136449, acc 0.953125
2016-07-27T15:11:56.040014: step 1214, loss 0.109867, acc 0.96875
2016-07-27T15:11:58.839460: step 1215, loss 0.165696, acc 0.921875
2016-07-27T15:12:01.462481: step 1216, loss 0.0824587, acc 0.984375
2016-07-27T15:12:03.981089: step 1217, loss 0.136817, acc 0.9375
2016-07-27T15:12:06.867179: step 1218, loss 0.0878408, acc 0.96875
2016-07-27T15:12:09.440264: step 1219, loss 0.161647, acc 0.9375
2016-07-27T15:12:12.287823: step 1220, loss 0.0873929, acc 0.984375
2016-07-27T15:12:14.992930: step 1221, loss 0.162034, acc 0.9375
2016-07-27T15:12:17.797066: step 1222, loss 0.109912, acc 0.96875
2016-07-27T15:12:20.553477: step 1223, loss 0.114999, acc 0.953125
2016-07-27T15:12:23.204063: step 1224, loss 0.113548, acc 0.921875
2016-07-27T15:12:26.062152: step 1225, loss 0.259699, acc 0.921875
2016-07-27T15:12:28.658338: step 1226, loss 0.114024, acc 0.96875
2016-07-27T15:12:31.514209: step 1227, loss 0.0940821, acc 0.96875
2016-07-27T15:12:34.214244: step 1228, loss 0.13115, acc 0.921875
2016-07-27T15:12:37.000602: step 1229, loss 0.15476, acc 0.90625
2016-07-27T15:12:39.716705: step 1230, loss 0.206804, acc 0.921875
2016-07-27T15:12:42.410791: step 1231, loss 0.185753, acc 0.890625
2016-07-27T15:12:45.257426: step 1232, loss 0.10114, acc 0.9375
2016-07-27T15:12:47.756491: step 1233, loss 0.192369, acc 0.90625
2016-07-27T15:12:50.577468: step 1234, loss 0.160643, acc 0.96875
2016-07-27T15:12:53.244971: step 1235, loss 0.18027, acc 0.921875
2016-07-27T15:12:56.059594: step 1236, loss 0.207364, acc 0.921875
2016-07-27T15:12:58.821795: step 1237, loss 0.139036, acc 0.953125
2016-07-27T15:13:01.340073: step 1238, loss 0.19351, acc 0.9375
2016-07-27T15:13:04.138397: step 1239, loss 0.166613, acc 0.9375
2016-07-27T15:13:06.772626: step 1240, loss 0.139113, acc 0.96875
2016-07-27T15:13:09.615584: step 1241, loss 0.16226, acc 0.953125
2016-07-27T15:13:12.263278: step 1242, loss 0.231983, acc 0.9375
2016-07-27T15:13:15.110366: step 1243, loss 0.118324, acc 0.96875
2016-07-27T15:13:17.859865: step 1244, loss 0.153993, acc 0.9375
2016-07-27T15:13:20.373245: step 1245, loss 0.185309, acc 0.921875
2016-07-27T15:13:23.175780: step 1246, loss 0.0856862, acc 0.96875
2016-07-27T15:13:25.852582: step 1247, loss 0.131733, acc 0.953125
2016-07-27T15:13:28.548672: step 1248, loss 0.203844, acc 0.875
2016-07-27T15:13:31.174500: step 1249, loss 0.168499, acc 0.953125
2016-07-27T15:13:34.024916: step 1250, loss 0.297038, acc 0.875
2016-07-27T15:13:36.664613: step 1251, loss 0.144543, acc 0.9375
2016-07-27T15:13:39.266267: step 1252, loss 0.149725, acc 0.953125
2016-07-27T15:13:42.096573: step 1253, loss 0.169317, acc 0.953125
2016-07-27T15:13:44.769617: step 1254, loss 0.110799, acc 0.953125
2016-07-27T15:13:47.640923: step 1255, loss 0.183148, acc 0.90625
2016-07-27T15:13:50.269545: step 1256, loss 0.154136, acc 0.953125
2016-07-27T15:13:53.017705: step 1257, loss 0.185542, acc 0.953125
2016-07-27T15:13:55.838316: step 1258, loss 0.140597, acc 0.984375
2016-07-27T15:13:58.528272: step 1259, loss 0.164534, acc 0.9375
2016-07-27T15:14:01.346339: step 1260, loss 0.190308, acc 0.921875
2016-07-27T15:14:03.911119: step 1261, loss 0.142357, acc 0.953125
2016-07-27T15:14:06.859649: step 1262, loss 0.140933, acc 0.953125
2016-07-27T15:14:09.476699: step 1263, loss 0.131159, acc 0.953125
2016-07-27T15:14:12.268300: step 1264, loss 0.129769, acc 0.953125
2016-07-27T15:14:15.077418: step 1265, loss 0.140983, acc 0.953125
2016-07-27T15:14:17.631620: step 1266, loss 0.180282, acc 0.921875
2016-07-27T15:14:20.433178: step 1267, loss 0.190293, acc 0.90625
2016-07-27T15:14:23.106487: step 1268, loss 0.124144, acc 0.984375
2016-07-27T15:14:25.822187: step 1269, loss 0.0893124, acc 0.96875
2016-07-27T15:14:28.425699: step 1270, loss 0.26099, acc 0.890625
2016-07-27T15:14:31.267075: step 1271, loss 0.172428, acc 0.921875
2016-07-27T15:14:33.932203: step 1272, loss 0.180077, acc 0.953125
2016-07-27T15:14:36.784755: step 1273, loss 0.143786, acc 0.953125
2016-07-27T15:14:39.466131: step 1274, loss 0.201216, acc 0.875
2016-07-27T15:14:42.312549: step 1275, loss 0.200349, acc 0.890625
2016-07-27T15:14:45.094933: step 1276, loss 0.146044, acc 0.921875
2016-07-27T15:14:47.602919: step 1277, loss 0.154953, acc 0.96875
2016-07-27T15:14:50.435450: step 1278, loss 0.234878, acc 0.90625
2016-07-27T15:14:53.096821: step 1279, loss 0.244794, acc 0.875
2016-07-27T15:14:55.947749: step 1280, loss 0.185317, acc 0.9375
2016-07-27T15:14:58.588078: step 1281, loss 0.278932, acc 0.921875
2016-07-27T15:15:01.425975: step 1282, loss 0.22026, acc 0.890625
2016-07-27T15:15:04.119237: step 1283, loss 0.151799, acc 0.953125
2016-07-27T15:15:06.870500: step 1284, loss 0.217143, acc 0.890625
2016-07-27T15:15:09.693438: step 1285, loss 0.197571, acc 0.953125
2016-07-27T15:15:12.307522: step 1286, loss 0.167795, acc 0.96875
2016-07-27T15:15:15.154182: step 1287, loss 0.233584, acc 0.921875
2016-07-27T15:15:17.744636: step 1288, loss 0.251293, acc 0.890625
2016-07-27T15:15:20.625971: step 1289, loss 0.190939, acc 0.9375
2016-07-27T15:15:23.315778: step 1290, loss 0.201672, acc 0.9375
2016-07-27T15:15:25.938423: step 1291, loss 0.113954, acc 0.96875
2016-07-27T15:15:28.739558: step 1292, loss 0.13651, acc 0.984375
2016-07-27T15:15:31.396989: step 1293, loss 0.199655, acc 0.90625
2016-07-27T15:15:34.158967: step 1294, loss 0.164809, acc 0.953125
2016-07-27T15:15:36.949779: step 1295, loss 0.250686, acc 0.921875
2016-07-27T15:15:39.619134: step 1296, loss 0.197191, acc 0.953125
2016-07-27T15:15:42.440376: step 1297, loss 0.170029, acc 0.953125
2016-07-27T15:15:45.014902: step 1298, loss 0.174274, acc 0.9375
2016-07-27T15:15:47.629426: step 1299, loss 0.156413, acc 0.953125
2016-07-27T15:15:50.436519: step 1300, loss 0.132526, acc 0.953125

Evaluation:
2016-07-27T15:16:02.672366: step 1300, loss 0.945647, acc 0.711

Saved model checkpoint to /home/chaitanya/lstm-context-embeddings/runs/1469600026/checkpoints/model-1300

2016-07-27T15:16:06.936037: step 1301, loss 0.0940885, acc 0.96875
2016-07-27T15:16:09.785282: step 1302, loss 0.181203, acc 0.921875
2016-07-27T15:16:12.482818: step 1303, loss 0.158372, acc 0.96875
2016-07-27T15:16:15.033962: step 1304, loss 0.0773316, acc 0.984375
2016-07-27T15:16:17.876112: step 1305, loss 0.196944, acc 0.90625
2016-07-27T15:16:20.569631: step 1306, loss 0.122772, acc 0.921875
2016-07-27T15:16:23.184727: step 1307, loss 0.155777, acc 0.9375
2016-07-27T15:16:26.026863: step 1308, loss 0.119716, acc 0.96875
2016-07-27T15:16:28.662029: step 1309, loss 0.18918, acc 0.96875
2016-07-27T15:16:31.427207: step 1310, loss 0.303684, acc 0.921875
2016-07-27T15:16:34.173472: step 1311, loss 0.148545, acc 0.96875
2016-07-27T15:16:36.879575: step 1312, loss 0.103424, acc 0.96875
2016-07-27T15:16:39.669929: step 1313, loss 0.157436, acc 0.9375
2016-07-27T15:16:42.227409: step 1314, loss 0.14988, acc 0.921875
2016-07-27T15:16:45.046471: step 1315, loss 0.141894, acc 0.9375
2016-07-27T15:16:47.733635: step 1316, loss 0.146711, acc 0.9375
2016-07-27T15:16:50.530432: step 1317, loss 0.164553, acc 0.953125
2016-07-27T15:16:53.272202: step 1318, loss 0.174932, acc 0.9375
2016-07-27T15:16:55.982821: step 1319, loss 0.189291, acc 0.90625
2016-07-27T15:16:58.806824: step 1320, loss 0.224974, acc 0.921875
2016-07-27T15:17:01.382529: step 1321, loss 0.197311, acc 0.9375
2016-07-27T15:17:04.260704: step 1322, loss 0.21964, acc 0.921875
2016-07-27T15:17:06.918038: step 1323, loss 0.135261, acc 0.96875
2016-07-27T15:17:09.737328: step 1324, loss 0.329439, acc 0.875
2016-07-27T15:17:12.405237: step 1325, loss 0.301738, acc 0.890625
2016-07-27T15:17:15.117825: step 1326, loss 0.18849, acc 0.890625
2016-07-27T15:17:17.974968: step 1327, loss 0.222535, acc 0.90625
2016-07-27T15:17:20.387302: step 1328, loss 0.148845, acc 0.953125
2016-07-27T15:17:23.218270: step 1329, loss 0.191049, acc 0.953125
2016-07-27T15:17:25.861176: step 1330, loss 0.327684, acc 0.9375
2016-07-27T15:17:28.697002: step 1331, loss 0.15522, acc 0.9375
2016-07-27T15:17:31.394400: step 1332, loss 0.180928, acc 0.921875
2016-07-27T15:17:34.110554: step 1333, loss 0.130771, acc 0.9375
2016-07-27T15:17:36.957445: step 1334, loss 0.219135, acc 0.921875
2016-07-27T15:17:39.521869: step 1335, loss 0.196223, acc 0.890625
2016-07-27T15:17:42.316118: step 1336, loss 0.266368, acc 0.90625
2016-07-27T15:17:44.982723: step 1337, loss 0.12708, acc 0.953125
2016-07-27T15:17:47.847580: step 1338, loss 0.187998, acc 0.890625
2016-07-27T15:17:50.552992: step 1339, loss 0.12551, acc 0.953125
2016-07-27T15:17:53.256407: step 1340, loss 0.164075, acc 0.921875
2016-07-27T15:17:56.067856: step 1341, loss 0.195525, acc 0.9375
2016-07-27T15:17:58.622830: step 1342, loss 0.200023, acc 0.890625
2016-07-27T15:18:01.390368: step 1343, loss 0.138421, acc 0.9375
2016-07-27T15:18:04.042374: step 1344, loss 0.162183, acc 0.9375
2016-07-27T15:18:06.997193: step 1345, loss 0.199187, acc 0.9375
2016-07-27T15:18:09.674571: step 1346, loss 0.208601, acc 0.90625
2016-07-27T15:18:12.416243: step 1347, loss 0.137202, acc 0.9375
2016-07-27T15:18:15.303530: step 1348, loss 0.190089, acc 0.90625
2016-07-27T15:18:17.770199: step 1349, loss 0.238696, acc 0.9375
2016-07-27T15:18:20.576253: step 1350, loss 0.120873, acc 0.9375
2016-07-27T15:18:23.191671: step 1351, loss 0.0596064, acc 1
2016-07-27T15:18:26.020538: step 1352, loss 0.0979822, acc 0.9375
2016-07-27T15:18:28.743362: step 1353, loss 0.173624, acc 0.921875
2016-07-27T15:18:31.342889: step 1354, loss 0.144943, acc 0.921875
2016-07-27T15:18:34.145148: step 1355, loss 0.0816771, acc 1
2016-07-27T15:18:36.809316: step 1356, loss 0.205229, acc 0.90625
2016-07-27T15:18:39.397455: step 1357, loss 0.185543, acc 0.921875
2016-07-27T15:18:42.164700: step 1358, loss 0.213338, acc 0.9375
2016-07-27T15:18:44.854422: step 1359, loss 0.150775, acc 0.903226
2016-07-27T15:18:47.624708: step 1360, loss 0.116047, acc 0.96875
2016-07-27T15:18:50.398207: step 1361, loss 0.182635, acc 0.90625
2016-07-27T15:18:53.067289: step 1362, loss 0.15448, acc 0.953125
2016-07-27T15:18:55.855841: step 1363, loss 0.132761, acc 0.953125
2016-07-27T15:18:58.448188: step 1364, loss 0.187077, acc 0.9375
2016-07-27T15:19:01.297279: step 1365, loss 0.105213, acc 0.953125
2016-07-27T15:19:03.980390: step 1366, loss 0.0840926, acc 1
2016-07-27T15:19:06.610894: step 1367, loss 0.135299, acc 0.9375
2016-07-27T15:19:09.243785: step 1368, loss 0.0916275, acc 0.96875
2016-07-27T15:19:12.013267: step 1369, loss 0.108708, acc 1
2016-07-27T15:19:14.674822: step 1370, loss 0.17634, acc 0.921875
2016-07-27T15:19:17.522775: step 1371, loss 0.150054, acc 0.9375
2016-07-27T15:19:20.188853: step 1372, loss 0.145509, acc 0.9375
2016-07-27T15:19:23.000951: step 1373, loss 0.123361, acc 0.921875
2016-07-27T15:19:25.778835: step 1374, loss 0.0882134, acc 0.953125
2016-07-27T15:19:28.378698: step 1375, loss 0.0594044, acc 0.96875
2016-07-27T15:19:31.238294: step 1376, loss 0.0929584, acc 0.984375
2016-07-27T15:19:33.926172: step 1377, loss 0.126887, acc 0.96875
2016-07-27T15:19:36.527525: step 1378, loss 0.10634, acc 0.953125
2016-07-27T15:19:39.389904: step 1379, loss 0.0849031, acc 1
2016-07-27T15:19:42.066385: step 1380, loss 0.130946, acc 0.9375
2016-07-27T15:19:44.656864: step 1381, loss 0.0915205, acc 0.984375
2016-07-27T15:19:47.300863: step 1382, loss 0.135218, acc 0.9375
2016-07-27T15:19:50.162257: step 1383, loss 0.0875758, acc 0.984375
2016-07-27T15:19:52.778436: step 1384, loss 0.17212, acc 0.90625
2016-07-27T15:19:55.481448: step 1385, loss 0.0881491, acc 0.984375
2016-07-27T15:19:58.349211: step 1386, loss 0.0964484, acc 0.953125
2016-07-27T15:20:01.036140: step 1387, loss 0.107832, acc 0.96875
2016-07-27T15:20:03.633564: step 1388, loss 0.153069, acc 0.9375
2016-07-27T15:20:06.448059: step 1389, loss 0.116745, acc 0.96875
2016-07-27T15:20:09.138188: step 1390, loss 0.0768757, acc 0.984375
2016-07-27T15:20:11.935246: step 1391, loss 0.0768546, acc 0.96875
2016-07-27T15:20:14.665569: step 1392, loss 0.108961, acc 0.96875
2016-07-27T15:20:17.127208: step 1393, loss 0.131125, acc 0.9375
2016-07-27T15:20:19.983722: step 1394, loss 0.0868309, acc 0.984375
2016-07-27T15:20:22.580566: step 1395, loss 0.103329, acc 0.953125
2016-07-27T15:20:25.421580: step 1396, loss 0.168766, acc 0.9375
2016-07-27T15:20:28.276234: step 1397, loss 0.0573661, acc 1
2016-07-27T15:20:30.764078: step 1398, loss 0.102768, acc 0.953125
2016-07-27T15:20:33.595741: step 1399, loss 0.071481, acc 0.984375
2016-07-27T15:20:36.246565: step 1400, loss 0.126521, acc 0.953125

Evaluation:
2016-07-27T15:20:48.396956: step 1400, loss 1.23715, acc 0.698

Saved model checkpoint to /home/chaitanya/lstm-context-embeddings/runs/1469600026/checkpoints/model-1400

2016-07-27T15:20:52.234150: step 1401, loss 0.121385, acc 0.953125
2016-07-27T15:20:55.018042: step 1402, loss 0.231023, acc 0.921875
2016-07-27T15:20:57.658719: step 1403, loss 0.130769, acc 0.9375
2016-07-27T15:21:00.480098: step 1404, loss 0.0756497, acc 0.96875
2016-07-27T15:21:03.150878: step 1405, loss 0.0945812, acc 0.96875
2016-07-27T15:21:05.648639: step 1406, loss 0.238929, acc 0.9375
2016-07-27T15:21:08.406663: step 1407, loss 0.127821, acc 0.953125
2016-07-27T15:21:10.976097: step 1408, loss 0.190189, acc 0.90625
2016-07-27T15:21:13.588175: step 1409, loss 0.1471, acc 0.9375
2016-07-27T15:21:16.406618: step 1410, loss 0.160844, acc 0.921875
2016-07-27T15:21:19.141234: step 1411, loss 0.140095, acc 0.921875
2016-07-27T15:21:21.648398: step 1412, loss 0.104027, acc 0.953125
2016-07-27T15:21:24.403604: step 1413, loss 0.145597, acc 0.953125
2016-07-27T15:21:26.911324: step 1414, loss 0.124688, acc 0.953125
2016-07-27T15:21:29.578339: step 1415, loss 0.103745, acc 0.984375
2016-07-27T15:21:32.428637: step 1416, loss 0.171792, acc 0.890625
2016-07-27T15:21:35.077560: step 1417, loss 0.0873323, acc 0.96875
2016-07-27T15:21:37.567513: step 1418, loss 0.110717, acc 0.96875
2016-07-27T15:21:40.427819: step 1419, loss 0.0836018, acc 0.984375
2016-07-27T15:21:43.013989: step 1420, loss 0.102235, acc 0.953125
2016-07-27T15:21:45.668481: step 1421, loss 0.141281, acc 0.953125
2016-07-27T15:21:48.552212: step 1422, loss 0.111109, acc 0.96875
2016-07-27T15:21:51.176740: step 1423, loss 0.124691, acc 0.96875
2016-07-27T15:21:53.701837: step 1424, loss 0.182187, acc 0.984375
2016-07-27T15:21:56.524519: step 1425, loss 0.220199, acc 0.890625
2016-07-27T15:21:59.155107: step 1426, loss 0.0959773, acc 0.984375
2016-07-27T15:22:01.789156: step 1427, loss 0.173278, acc 0.90625
2016-07-27T15:22:04.615276: step 1428, loss 0.114466, acc 0.953125
2016-07-27T15:22:07.298123: step 1429, loss 0.098553, acc 0.953125
2016-07-27T15:22:09.826623: step 1430, loss 0.142106, acc 0.953125
2016-07-27T15:22:12.447009: step 1431, loss 0.17293, acc 0.9375
2016-07-27T15:22:15.244730: step 1432, loss 0.12815, acc 0.9375
2016-07-27T15:22:17.865583: step 1433, loss 0.113109, acc 0.953125
2016-07-27T15:22:20.692959: step 1434, loss 0.0962812, acc 0.953125
2016-07-27T15:22:23.338878: step 1435, loss 0.105333, acc 0.953125
2016-07-27T15:22:25.890060: step 1436, loss 0.14313, acc 0.9375
2016-07-27T15:22:28.727289: step 1437, loss 0.164598, acc 0.921875
2016-07-27T15:22:31.319940: step 1438, loss 0.0893777, acc 0.984375
2016-07-27T15:22:33.921948: step 1439, loss 0.136592, acc 0.9375
2016-07-27T15:22:36.803339: step 1440, loss 0.104711, acc 0.984375
2016-07-27T15:22:39.497576: step 1441, loss 0.178869, acc 0.90625
2016-07-27T15:22:42.061382: step 1442, loss 0.22906, acc 0.859375
2016-07-27T15:22:44.725918: step 1443, loss 0.190938, acc 0.90625
2016-07-27T15:22:47.544807: step 1444, loss 0.103431, acc 0.96875
2016-07-27T15:22:50.103440: step 1445, loss 0.106823, acc 0.96875
2016-07-27T15:22:52.767876: step 1446, loss 0.104235, acc 0.984375
2016-07-27T15:22:55.433602: step 1447, loss 0.112618, acc 0.953125
2016-07-27T15:22:58.198391: step 1448, loss 0.194449, acc 0.890625
2016-07-27T15:23:00.809365: step 1449, loss 0.127551, acc 0.953125
2016-07-27T15:23:03.650070: step 1450, loss 0.193098, acc 0.953125
2016-07-27T15:23:06.287589: step 1451, loss 0.145785, acc 0.953125
2016-07-27T15:23:08.928653: step 1452, loss 0.103949, acc 0.953125
2016-07-27T15:23:11.726995: step 1453, loss 0.147564, acc 0.953125
2016-07-27T15:23:14.223012: step 1454, loss 0.232603, acc 0.9375
2016-07-27T15:23:16.706114: step 1455, loss 0.167564, acc 0.90625
2016-07-27T15:23:19.556301: step 1456, loss 0.159645, acc 0.921875
2016-07-27T15:23:22.114881: step 1457, loss 0.100027, acc 0.96875
2016-07-27T15:23:24.790869: step 1458, loss 0.198948, acc 0.953125
2016-07-27T15:23:27.479868: step 1459, loss 0.104984, acc 0.96875
2016-07-27T15:23:30.348194: step 1460, loss 0.182921, acc 0.9375
2016-07-27T15:23:32.856136: step 1461, loss 0.176222, acc 0.953125
2016-07-27T15:23:35.725864: step 1462, loss 0.185114, acc 0.9375
2016-07-27T15:23:38.389066: step 1463, loss 0.101271, acc 0.96875
2016-07-27T15:23:40.910940: step 1464, loss 0.110707, acc 0.984375
2016-07-27T15:23:43.733498: step 1465, loss 0.063109, acc 1
2016-07-27T15:23:46.277086: step 1466, loss 0.128624, acc 0.9375
2016-07-27T15:23:48.934058: step 1467, loss 0.0888547, acc 0.96875
2016-07-27T15:23:51.823931: step 1468, loss 0.139953, acc 0.921875
2016-07-27T15:23:54.522714: step 1469, loss 0.126293, acc 0.921875
2016-07-27T15:23:57.061884: step 1470, loss 0.107131, acc 0.96875
2016-07-27T15:23:59.912736: step 1471, loss 0.149567, acc 0.921875
2016-07-27T15:24:02.468637: step 1472, loss 0.209777, acc 0.890625
2016-07-27T15:24:05.145066: step 1473, loss 0.151005, acc 0.953125
2016-07-27T15:24:08.022258: step 1474, loss 0.213554, acc 0.859375
2016-07-27T15:24:10.661337: step 1475, loss 0.145587, acc 0.9375
2016-07-27T15:24:13.276417: step 1476, loss 0.141569, acc 0.953125
2016-07-27T15:24:16.114273: step 1477, loss 0.122247, acc 0.96875
2016-07-27T15:24:18.742526: step 1478, loss 0.197145, acc 0.9375
2016-07-27T15:24:21.516148: step 1479, loss 0.106655, acc 0.953125
2016-07-27T15:24:24.277901: step 1480, loss 0.313458, acc 0.90625
2016-07-27T15:24:26.730143: step 1481, loss 0.0849913, acc 1
2016-07-27T15:24:29.566885: step 1482, loss 0.143229, acc 0.9375
2016-07-27T15:24:32.190081: step 1483, loss 0.10854, acc 0.96875
2016-07-27T15:24:35.001900: step 1484, loss 0.14033, acc 0.921875
2016-07-27T15:24:37.821869: step 1485, loss 0.160832, acc 0.953125
2016-07-27T15:24:40.362186: step 1486, loss 0.108645, acc 0.953125
2016-07-27T15:24:43.131399: step 1487, loss 0.0858092, acc 0.984375
2016-07-27T15:24:45.781516: step 1488, loss 0.123734, acc 0.953125
2016-07-27T15:24:48.551288: step 1489, loss 0.116501, acc 0.96875
